nohup: ignoring input
26 Mar 2018 04:23:54,661 DEBUG - Graphulo.TwoTable(738) -  1007204%00; :%00; [1] -> 739632 entries processed
26 Mar 2018 04:29:24,584 DEBUG - Graphulo.TwoTable(738) -  3601430%00; :%00; [1] -> 3631498 entries processed
26 Mar 2018 04:29:24,617 DEBUG - Graphulo.TwoTable(738) -  1249903%00; :%00; [1] -> 5053984 entries processed
26 Mar 2018 04:29:24,621 DEBUG - Graphulo.TwoTable(738) -  2090123%00; :%00; [1] -> 2897582 entries processed
26 Mar 2018 04:29:27,832 DEBUG - Graphulo.TwoTable(738) -  1582703%00; :%00; [1] -> 3648922 entries processed
26 Mar 2018 04:29:28,114 DEBUG - Graphulo.TwoTable(738) -  1395379%00; :%00; [1] -> 4152108 entries processed
26 Mar 2018 04:29:28,271 DEBUG - Graphulo.TwoTable(738) -  191273%00; :%00; [1] -> 424628 entries processed
26 Mar 2018 04:29:28,278 DEBUG - Graphulo.TwoTable(738) -  67288%00; :%00; [1] -> 2059576 entries processed
26 Mar 2018 04:29:28,517 DEBUG - Graphulo.TwoTable(738) -  481506%00; :%00; [1] -> 2817578 entries processed
26 Mar 2018 04:29:28,517 DEBUG - Graphulo.TwoTable(738) -  1474196%00; :%00; [1] -> 2840874 entries processed
26 Mar 2018 04:29:28,818 DEBUG - Graphulo.TwoTable(738) -  1117074%00; :%00; [1] -> 642358 entries processed
26 Mar 2018 04:29:28,819 DEBUG - Graphulo.TwoTable(738) -  1061471%00; :%00; [1] -> 4580002 entries processed
26 Mar 2018 04:29:29,018 DEBUG - Graphulo.TwoTable(738) -  863581%00; :%00; [1] -> 3711352 entries processed
26 Mar 2018 04:29:29,206 DEBUG - Graphulo.TwoTable(738) -  466704%00; :%00; [1] -> 3942460 entries processed
26 Mar 2018 04:29:29,538 DEBUG - Graphulo.TwoTable(738) -  4212689%00; :%00; [1] -> 1589654 entries processed
26 Mar 2018 04:29:29,619 DEBUG - Graphulo.TwoTable(738) -  431608%00; :%00; [1] -> 4369814 entries processed
26 Mar 2018 04:29:32,407 DEBUG - Graphulo.TwoTable(738) -  779393%00; :%00; [1] -> 3847156 entries processed
26 Mar 2018 04:29:33,083 DEBUG - Graphulo.TwoTable(738) -  739112%00; :%00; [1] -> 3676050 entries processed
26 Mar 2018 04:29:33,109 DEBUG - Graphulo.TwoTable(738) -  247058%00; :%00; [1] -> 490700 entries processed
26 Mar 2018 04:29:33,249 DEBUG - Graphulo.TwoTable(738) -  692379%00; :%00; [1] -> 3427222 entries processed
26 Mar 2018 04:29:33,564 DEBUG - Graphulo.TwoTable(738) -  69999%00; :%00; [1] -> 2273508 entries processed
26 Mar 2018 04:29:33,575 DEBUG - Graphulo.TwoTable(738) -  1070556%00; :%00; [1] -> 1018070 entries processed
26 Mar 2018 04:29:33,667 DEBUG - Graphulo.TwoTable(738) -  964050%00; :%00; [1] -> 8270618 entries processed
26 Mar 2018 04:29:33,755 DEBUG - Graphulo.TwoTable(738) -  2586651%00; :%00; [1] -> 160028 entries processed
26 Mar 2018 04:29:33,980 DEBUG - Graphulo.TwoTable(738) -  294795%00; :%00; [1] -> 26628 entries processed
26 Mar 2018 04:29:37,200 DEBUG - Graphulo.TwoTable(738) -  2151273%00; :%00; [1] -> 3020208 entries processed
26 Mar 2018 04:29:37,414 DEBUG - Graphulo.TwoTable(738) -  848691%00; :%00; [1] -> 3054992 entries processed
26 Mar 2018 04:29:37,710 DEBUG - Graphulo.TwoTable(738) -  448515%00; :%00; [1] -> 11786888 entries processed
26 Mar 2018 04:29:38,097 DEBUG - Graphulo.TwoTable(738) -  135016%00; :%00; [1] -> 320788 entries processed
26 Mar 2018 04:29:38,137 DEBUG - Graphulo.TwoTable(738) -  2565240%00; :%00; [1] -> 4395996 entries processed
26 Mar 2018 04:29:38,149 DEBUG - Graphulo.TwoTable(738) -  82192%00; :%00; [1] -> 2218604 entries processed
26 Mar 2018 04:29:38,660 DEBUG - Graphulo.TwoTable(738) -  405613%00; :%00; [1] -> 2233384 entries processed
26 Mar 2018 04:29:38,685 DEBUG - Graphulo.TwoTable(738) -  1409095%00; :%00; [1] -> 3411742 entries processed
26 Mar 2018 04:29:38,814 DEBUG - Graphulo.TwoTable(738) -  1091566%00; :%00; [1] -> 8427136 entries processed
26 Mar 2018 04:29:39,387 DEBUG - Graphulo.TwoTable(738) -  598446%00; :%00; [1] -> 6874734 entries processed
26 Mar 2018 04:29:39,750 DEBUG - Graphulo.TwoTable(738) -  62477%00; :%00; [1] -> 2405724 entries processed
26 Mar 2018 04:29:39,788 DEBUG - Graphulo.TwoTable(738) -  97701%00; :%00; [1] -> 1044322 entries processed
26 Mar 2018 04:29:42,262 DEBUG - Graphulo.TwoTable(738) -  2021743%00; :%00; [1] -> 3668686 entries processed
26 Mar 2018 04:29:42,837 DEBUG - Graphulo.TwoTable(738) -  2279967%00; :%00; [1] -> 2441560 entries processed
26 Mar 2018 04:29:43,523 DEBUG - Graphulo.TwoTable(738) -  3997831%00; :%00; [1] -> 1971228 entries processed
26 Mar 2018 04:29:43,712 DEBUG - Graphulo.TwoTable(738) -  2119727%00; :%00; [1] -> 1696578 entries processed
26 Mar 2018 04:29:43,749 DEBUG - Graphulo.TwoTable(738) -  493817%00; :%00; [1] -> 3584088 entries processed
26 Mar 2018 04:29:44,035 DEBUG - Graphulo.TwoTable(738) -  196652%00; :%00; [1] -> 2557482 entries processed
26 Mar 2018 04:29:44,637 DEBUG - Graphulo.TwoTable(738) -  530681%00; :%00; [1] -> 4652846 entries processed
26 Mar 2018 04:29:44,863 DEBUG - Graphulo.TwoTable(738) -  1272444%00; :%00; [1] -> 2198938 entries processed
26 Mar 2018 04:29:47,580 DEBUG - Graphulo.TwoTable(738) -  2574877%00; :%00; [1] -> 1671072 entries processed
26 Mar 2018 04:29:47,590 DEBUG - Graphulo.TwoTable(738) -  1650408%00; :%00; [1] -> 13297242 entries processed
26 Mar 2018 04:29:47,602 DEBUG - Graphulo.TwoTable(738) -  2986635%00; :%00; [1] -> 963646 entries processed
26 Mar 2018 04:29:47,605 DEBUG - Graphulo.TwoTable(738) -  970558%00; :%00; [1] -> 4980104 entries processed
26 Mar 2018 04:29:47,645 DEBUG - Graphulo.TwoTable(738) -  1148077%00; :%00; [1] -> 9524788 entries processed
26 Mar 2018 04:29:48,022 DEBUG - Graphulo.TwoTable(738) -  612017%00; :%00; [1] -> 5469850 entries processed
26 Mar 2018 04:29:48,023 DEBUG - Graphulo.TwoTable(738) -  2316744%00; :%00; [1] -> 1382318 entries processed
26 Mar 2018 04:29:48,200 DEBUG - Graphulo.TwoTable(738) -  590069%00; :%00; [1] -> 4025124 entries processed
26 Mar 2018 04:29:48,756 DEBUG - Graphulo.TwoTable(738) -  4823535%00; :%00; [1] -> 799544 entries processed
26 Mar 2018 04:29:48,834 DEBUG - Graphulo.TwoTable(738) -  1597398%00; :%00; [1] -> 2204778 entries processed
26 Mar 2018 04:29:48,838 DEBUG - Graphulo.TwoTable(738) -  2613164%00; :%00; [1] -> 2003364 entries processed
26 Mar 2018 04:29:52,547 DEBUG - Graphulo.TwoTable(738) -  1131780%00; :%00; [1] -> 15114378 entries processed
26 Mar 2018 04:29:52,624 DEBUG - Graphulo.TwoTable(738) -  1653861%00; :%00; [1] -> 12670634 entries processed
26 Mar 2018 04:29:52,909 DEBUG - Graphulo.TwoTable(738) -  1684459%00; :%00; [1] -> 3215514 entries processed
26 Mar 2018 04:29:53,097 DEBUG - Graphulo.TwoTable(738) -  102218%00; :%00; [1] -> 47696878 entries processed
26 Mar 2018 04:29:53,828 DEBUG - Graphulo.TwoTable(738) -  1073711%00; :%00; [1] -> 3624610 entries processed
26 Mar 2018 04:29:53,844 DEBUG - Graphulo.TwoTable(738) -  527949%00; :%00; [1] -> 3503568 entries processed
26 Mar 2018 04:29:54,024 DEBUG - Graphulo.TwoTable(738) -  653689%00; :%00; [1] -> 4020238 entries processed
26 Mar 2018 04:29:54,392 DEBUG - Graphulo.TwoTable(738) -  28895%00; :%00; [1] -> 455830 entries processed
26 Mar 2018 04:29:54,447 DEBUG - Graphulo.TwoTable(738) -  279256%00; :%00; [1] -> 2555946 entries processed
26 Mar 2018 04:29:54,642 DEBUG - Graphulo.TwoTable(738) -  412228%00; :%00; [1] -> 359598 entries processed
26 Mar 2018 04:29:54,678 DEBUG - Graphulo.TwoTable(738) -  722539%00; :%00; [1] -> 3592318 entries processed
26 Mar 2018 04:29:58,604 DEBUG - Graphulo.TwoTable(738) -  340393%00; :%00; [1] -> 775284 entries processed
26 Mar 2018 04:29:58,746 DEBUG - Graphulo.TwoTable(738) -  1668021%00; :%00; [1] -> 680026 entries processed
26 Mar 2018 04:29:58,750 DEBUG - Graphulo.TwoTable(738) -  117613%00; :%00; [1] -> 1506792 entries processed
26 Mar 2018 04:29:58,828 DEBUG - Graphulo.TwoTable(738) -  2941417%00; :%00; [1] -> 2803902 entries processed
26 Mar 2018 04:29:59,229 DEBUG - Graphulo.TwoTable(738) -  21940%00; :%00; [1] -> 1896192 entries processed
26 Mar 2018 04:29:59,278 DEBUG - Graphulo.TwoTable(738) -  1211701%00; :%00; [1] -> 683272 entries processed
26 Mar 2018 04:29:59,299 DEBUG - Graphulo.TwoTable(738) -  858222%00; :%00; [1] -> 3075728 entries processed
26 Mar 2018 04:29:59,302 DEBUG - Graphulo.TwoTable(738) -  1040412%00; :%00; [1] -> 10208250 entries processed
26 Mar 2018 04:29:59,400 DEBUG - Graphulo.TwoTable(738) -  601630%00; :%00; [1] -> 2757496 entries processed
26 Mar 2018 04:29:59,479 DEBUG - Graphulo.TwoTable(738) -  266480%00; :%00; [1] -> 1429200 entries processed
26 Mar 2018 04:29:59,493 DEBUG - Graphulo.TwoTable(738) -  76464%00; :%00; [1] -> 2475838 entries processed
26 Mar 2018 04:29:59,715 DEBUG - Graphulo.TwoTable(738) -  2767504%00; :%00; [1] -> 4564238 entries processed
26 Mar 2018 04:29:59,834 DEBUG - Graphulo.TwoTable(738) -  97954%00; :%00; [1] -> 3660 entries processed
26 Mar 2018 04:30:00,326 DEBUG - Graphulo.TwoTable(738) -  2020627%00; :%00; [1] -> 3036448 entries processed
26 Mar 2018 04:30:00,443 DEBUG - Graphulo.TwoTable(738) -  238954%00; :%00; [1] -> 1156820 entries processed
26 Mar 2018 04:30:00,510 DEBUG - Graphulo.TwoTable(738) -  4008600%00; :%00; [1] -> 5417228 entries processed
26 Mar 2018 04:30:00,831 DEBUG - Graphulo.TwoTable(738) -  1603712%00; :%00; [1] -> 6589500 entries processed
26 Mar 2018 04:30:00,835 DEBUG - Graphulo.TwoTable(738) -  519615%00; :%00; [1] -> 4108206 entries processed
26 Mar 2018 04:30:02,982 DEBUG - Graphulo.TwoTable(738) -  3983197%00; :%00; [1] -> 1892380 entries processed
26 Mar 2018 04:30:04,812 DEBUG - Graphulo.TwoTable(738) -  1785429%00; :%00; [1] -> 5702946 entries processed
26 Mar 2018 04:30:05,036 DEBUG - Graphulo.TwoTable(738) -  610662%00; :%00; [1] -> 5923230 entries processed
26 Mar 2018 04:30:05,550 DEBUG - Graphulo.TwoTable(738) -  2290845%00; :%00; [1] -> 3528116 entries processed
26 Mar 2018 04:30:05,820 DEBUG - Graphulo.TwoTable(738) -  619801%00; :%00; [1] -> 5461616 entries processed
26 Mar 2018 04:30:06,311 DEBUG - Graphulo.TwoTable(738) -  622412%00; :%00; [1] -> 5466108 entries processed
26 Mar 2018 04:30:06,659 DEBUG - Graphulo.TwoTable(738) -  325731%00; :%00; [1] -> 597766 entries processed
26 Mar 2018 04:30:06,732 DEBUG - Graphulo.TwoTable(738) -  3178294%00; :%00; [1] -> 2079942 entries processed
26 Mar 2018 04:30:06,766 DEBUG - Graphulo.TwoTable(738) -  202044%00; :%00; [1] -> 1439454 entries processed
26 Mar 2018 04:30:06,844 DEBUG - Graphulo.TwoTable(738) -  1647826%00; :%00; [1] -> 3865930 entries processed
26 Mar 2018 04:30:10,065 DEBUG - Graphulo.TwoTable(738) -  794380%00; :%00; [1] -> 3542944 entries processed
26 Mar 2018 04:30:10,084 DEBUG - Graphulo.TwoTable(738) -  4306575%00; :%00; [1] -> 3000818 entries processed
26 Mar 2018 04:30:10,138 DEBUG - Graphulo.TwoTable(738) -  979545%00; :%00; [1] -> 6271512 entries processed
26 Mar 2018 04:30:11,364 DEBUG - Graphulo.TwoTable(738) -  1297607%00; :%00; [1] -> 2927754 entries processed
26 Mar 2018 04:30:11,806 DEBUG - Graphulo.TwoTable(738) -  524900%00; :%00; [1] -> 4637508 entries processed
26 Mar 2018 04:30:14,825 DEBUG - Graphulo.TwoTable(738) -  732681%00; :%00; [1] -> 2826446 entries processed
26 Mar 2018 04:30:15,994 DEBUG - Graphulo.TwoTable(738) -  3426785%00; :%00; [1] -> 3045260 entries processed
26 Mar 2018 04:30:16,084 DEBUG - Graphulo.TwoTable(738) -  352485%00; :%00; [1] -> 1588458 entries processed
26 Mar 2018 04:30:16,091 DEBUG - Graphulo.TwoTable(738) -  245253%00; :%00; [1] -> 4294034 entries processed
26 Mar 2018 04:30:16,141 DEBUG - Graphulo.TwoTable(738) -  134372%00; :%00; [1] -> 2143804 entries processed
26 Mar 2018 04:30:18,924 DEBUG - Graphulo.TwoTable(738) -  204701%00; :%00; [1] -> 2688402 entries processed
26 Mar 2018 04:30:19,437 DEBUG - Graphulo.TwoTable(738) -  1873274%00; :%00; [1] -> 3797050 entries processed
26 Mar 2018 04:30:19,655 DEBUG - Graphulo.TwoTable(738) -  1072099%00; :%00; [1] -> 5636772 entries processed
26 Mar 2018 04:30:20,533 DEBUG - Graphulo.TwoTable(738) -  4806037%00; :%00; [1] -> 1736220 entries processed
26 Mar 2018 04:30:20,634 DEBUG - Graphulo.TwoTable(738) -  680716%00; :%00; [1] -> 4068020 entries processed
26 Mar 2018 04:30:20,850 DEBUG - Graphulo.TwoTable(738) -  636221%00; :%00; [1] -> 5322618 entries processed
26 Mar 2018 04:30:21,019 DEBUG - Graphulo.TwoTable(738) -  1190871%00; :%00; [1] -> 1765170 entries processed
26 Mar 2018 04:30:21,182 DEBUG - Graphulo.TwoTable(738) -  2383809%00; :%00; [1] -> 2374962 entries processed
26 Mar 2018 04:30:22,971 DEBUG - Graphulo.TwoTable(738) -  1765836%00; :%00; [1] -> 2576646 entries processed
26 Mar 2018 04:30:23,085 DEBUG - Graphulo.TwoTable(738) -  152016%00; :%00; [1] -> 3036930 entries processed
26 Mar 2018 04:30:23,269 DEBUG - Graphulo.TwoTable(738) -  564942%00; :%00; [1] -> 8721730 entries processed
26 Mar 2018 04:30:23,357 DEBUG - Graphulo.TwoTable(738) -  3549803%00; :%00; [1] -> 2069946 entries processed
26 Mar 2018 04:30:24,215 DEBUG - Graphulo.TwoTable(738) -  1236803%00; :%00; [1] -> 1872796 entries processed
26 Mar 2018 04:30:24,218 DEBUG - Graphulo.TwoTable(738) -  1476941%00; :%00; [1] -> 2075786 entries processed
26 Mar 2018 04:30:24,290 DEBUG - Graphulo.TwoTable(738) -  1782632%00; :%00; [1] -> 4449372 entries processed
26 Mar 2018 04:30:24,480 DEBUG - Graphulo.TwoTable(738) -  1436886%00; :%00; [1] -> 2427660 entries processed
26 Mar 2018 04:30:24,533 DEBUG - Graphulo.TwoTable(738) -  729640%00; :%00; [1] -> 3409448 entries processed
26 Mar 2018 04:30:24,564 DEBUG - Graphulo.TwoTable(738) -  1269872%00; :%00; [1] -> 2149388 entries processed
26 Mar 2018 04:30:24,886 DEBUG - Graphulo.TwoTable(738) -  107912%00; :%00; [1] -> 6096008 entries processed
26 Mar 2018 04:30:26,171 DEBUG - Graphulo.TwoTable(738) -  85292%00; :%00; [1] -> 675138 entries processed
26 Mar 2018 04:30:26,171 DEBUG - Graphulo.TwoTable(738) -  1287595%00; :%00; [1] -> 896326 entries processed
26 Mar 2018 04:30:30,062 DEBUG - Graphulo.TwoTable(738) -  3667837%00; :%00; [1] -> 11118678 entries processed
26 Mar 2018 04:30:30,180 DEBUG - Graphulo.TwoTable(738) -  52142%00; :%00; [1] -> 97310 entries processed
26 Mar 2018 04:30:30,180 DEBUG - Graphulo.TwoTable(738) -  1418285%00; :%00; [1] -> 2226774 entries processed
26 Mar 2018 04:30:30,304 DEBUG - Graphulo.TwoTable(738) -  1852097%00; :%00; [1] -> 2901730 entries processed
26 Mar 2018 04:30:30,394 DEBUG - Graphulo.TwoTable(738) -  2043261%00; :%00; [1] -> 2062402 entries processed
26 Mar 2018 04:30:30,458 DEBUG - Graphulo.TwoTable(738) -  746956%00; :%00; [1] -> 4223184 entries processed
26 Mar 2018 04:30:30,773 DEBUG - Graphulo.TwoTable(738) -  274384%00; :%00; [1] -> 451546 entries processed
26 Mar 2018 04:30:31,968 DEBUG - Graphulo.TwoTable(738) -  508293%00; :%00; [1] -> 1576002 entries processed
26 Mar 2018 04:30:34,477 DEBUG - Graphulo.TwoTable(738) -  785775%00; :%00; [1] -> 4005982 entries processed
26 Mar 2018 04:30:34,780 DEBUG - Graphulo.TwoTable(738) -  604375%00; :%00; [1] -> 9391004 entries processed
26 Mar 2018 04:30:35,319 DEBUG - Graphulo.TwoTable(738) -  314775%00; :%00; [1] -> 4010550 entries processed
26 Mar 2018 04:30:35,396 DEBUG - Graphulo.TwoTable(738) -  1491818%00; :%00; [1] -> 2588450 entries processed
26 Mar 2018 04:30:35,448 DEBUG - Graphulo.TwoTable(738) -  3398561%00; :%00; [1] -> 3098664 entries processed
26 Mar 2018 04:30:35,472 DEBUG - Graphulo.TwoTable(738) -  175919%00; :%00; [1] -> 751678 entries processed
26 Mar 2018 04:30:35,562 DEBUG - Graphulo.TwoTable(738) -  2135564%00; :%00; [1] -> 2037834 entries processed
26 Mar 2018 04:30:35,578 DEBUG - Graphulo.TwoTable(738) -  1101863%00; :%00; [1] -> 4182170 entries processed
26 Mar 2018 04:30:35,647 DEBUG - Graphulo.TwoTable(738) -  366719%00; :%00; [1] -> 1318454 entries processed
26 Mar 2018 04:30:39,159 DEBUG - Graphulo.TwoTable(738) -  140445%00; :%00; [1] -> 1395212 entries processed
26 Mar 2018 04:30:39,481 DEBUG - Graphulo.TwoTable(738) -  630220%00; :%00; [1] -> 5259390 entries processed
26 Mar 2018 04:30:39,864 DEBUG - Graphulo.TwoTable(738) -  30860%00; :%00; [1] -> 3176814 entries processed
26 Mar 2018 04:30:40,279 DEBUG - Graphulo.TwoTable(738) -  1721350%00; :%00; [1] -> 1929622 entries processed
26 Mar 2018 04:30:40,316 DEBUG - Graphulo.TwoTable(738) -  1807354%00; :%00; [1] -> 759112 entries processed
26 Mar 2018 04:30:40,414 DEBUG - Graphulo.TwoTable(738) -  1080412%00; :%00; [1] -> 7947804 entries processed
26 Mar 2018 04:30:40,416 DEBUG - Graphulo.TwoTable(738) -  98383%00; :%00; [1] -> 14382292 entries processed
26 Mar 2018 04:30:40,582 DEBUG - Graphulo.TwoTable(738) -  1421185%00; :%00; [1] -> 2845488 entries processed
26 Mar 2018 04:30:40,609 DEBUG - Graphulo.TwoTable(738) -  1471211%00; :%00; [1] -> 2676918 entries processed
26 Mar 2018 04:30:41,120 DEBUG - Graphulo.TwoTable(738) -  126833%00; :%00; [1] -> 1555844 entries processed
26 Mar 2018 04:30:41,300 DEBUG - Graphulo.TwoTable(738) -  2182880%00; :%00; [1] -> 3522596 entries processed
26 Mar 2018 04:30:44,635 DEBUG - Graphulo.TwoTable(738) -  939376%00; :%00; [1] -> 2251840 entries processed
26 Mar 2018 04:30:44,700 DEBUG - Graphulo.TwoTable(738) -  632929%00; :%00; [1] -> 711634 entries processed
26 Mar 2018 04:30:44,700 DEBUG - Graphulo.TwoTable(738) -  146930%00; :%00; [1] -> 1032938 entries processed
26 Mar 2018 04:30:44,798 DEBUG - Graphulo.TwoTable(738) -  2086311%00; :%00; [1] -> 2947088 entries processed
26 Mar 2018 04:30:44,803 DEBUG - Graphulo.TwoTable(738) -  809341%00; :%00; [1] -> 2117656 entries processed
26 Mar 2018 04:30:44,917 DEBUG - Graphulo.TwoTable(738) -  4102354%00; :%00; [1] -> 4237090 entries processed
26 Mar 2018 04:30:45,000 DEBUG - Graphulo.TwoTable(738) -  1243974%00; :%00; [1] -> 2379476 entries processed
26 Mar 2018 04:30:45,092 DEBUG - Graphulo.TwoTable(738) -  1062781%00; :%00; [1] -> 91852 entries processed
26 Mar 2018 04:30:45,223 DEBUG - Graphulo.TwoTable(738) -  3566339%00; :%00; [1] -> 5456270 entries processed
26 Mar 2018 04:30:45,286 DEBUG - Graphulo.TwoTable(738) -  434633%00; :%00; [1] -> 6021754 entries processed
26 Mar 2018 04:30:45,291 DEBUG - Graphulo.TwoTable(738) -  308735%00; :%00; [1] -> 425048 entries processed
26 Mar 2018 04:30:45,332 DEBUG - Graphulo.TwoTable(738) -  360009%00; :%00; [1] -> 571786 entries processed
26 Mar 2018 04:30:45,333 DEBUG - Graphulo.TwoTable(738) -  1963229%00; :%00; [1] -> 2192552 entries processed
26 Mar 2018 04:30:45,409 DEBUG - Graphulo.TwoTable(738) -  287286%00; :%00; [1] -> 3560362 entries processed
26 Mar 2018 04:30:49,937 DEBUG - Graphulo.TwoTable(738) -  951769%00; :%00; [1] -> 1710746 entries processed
26 Mar 2018 04:30:50,132 DEBUG - Graphulo.TwoTable(738) -  613487%00; :%00; [1] -> 3436414 entries processed
26 Mar 2018 04:30:50,215 DEBUG - Graphulo.TwoTable(738) -  839709%00; :%00; [1] -> 3499066 entries processed
26 Mar 2018 04:30:50,526 DEBUG - Graphulo.TwoTable(738) -  797%00; :%00; [1] -> 1009150 entries processed
26 Mar 2018 04:30:50,705 DEBUG - Graphulo.TwoTable(738) -  1826355%00; :%00; [1] -> 3095892 entries processed
26 Mar 2018 04:30:51,007 DEBUG - Graphulo.TwoTable(738) -  3014134%00; :%00; [1] -> 429298 entries processed
26 Mar 2018 04:30:54,530 DEBUG - Graphulo.TwoTable(738) -  1081792%00; :%00; [1] -> 10886870 entries processed
26 Mar 2018 04:30:55,017 DEBUG - Graphulo.TwoTable(738) -  284996%00; :%00; [1] -> 2252014 entries processed
26 Mar 2018 04:30:55,177 DEBUG - Graphulo.TwoTable(738) -  40748%00; :%00; [1] -> 631170 entries processed
26 Mar 2018 04:30:55,272 DEBUG - Graphulo.TwoTable(738) -  694565%00; :%00; [1] -> 4295242 entries processed
26 Mar 2018 04:30:55,282 DEBUG - Graphulo.TwoTable(738) -  1572637%00; :%00; [1] -> 2157036 entries processed
26 Mar 2018 04:30:55,282 DEBUG - Graphulo.TwoTable(738) -  4454036%00; :%00; [1] -> 2378102 entries processed
26 Mar 2018 04:30:55,371 DEBUG - Graphulo.TwoTable(738) -  607354%00; :%00; [1] -> 6725692 entries processed
26 Mar 2018 04:30:58,414 DEBUG - Graphulo.TwoTable(738) -  3001591%00; :%00; [1] -> 2996922 entries processed
26 Mar 2018 04:30:58,421 DEBUG - Graphulo.TwoTable(738) -  4135683%00; :%00; [1] -> 4428666 entries processed
26 Mar 2018 04:30:58,617 DEBUG - Graphulo.TwoTable(738) -  652594%00; :%00; [1] -> 4216168 entries processed
26 Mar 2018 04:30:59,078 DEBUG - Graphulo.TwoTable(738) -  107099%00; :%00; [1] -> 4178854 entries processed
26 Mar 2018 04:31:00,068 DEBUG - Graphulo.TwoTable(738) -  355050%00; :%00; [1] -> 1363624 entries processed
26 Mar 2018 04:31:00,174 DEBUG - Graphulo.TwoTable(738) -  2147054%00; :%00; [1] -> 1577766 entries processed
26 Mar 2018 04:31:03,551 DEBUG - Graphulo.TwoTable(738) -  1026163%00; :%00; [1] -> 10886004 entries processed
26 Mar 2018 04:31:03,646 DEBUG - Graphulo.TwoTable(738) -  106265%00; :%00; [1] -> 408004 entries processed
26 Mar 2018 04:31:04,083 DEBUG - Graphulo.TwoTable(738) -  902415%00; :%00; [1] -> 2708766 entries processed
26 Mar 2018 04:31:04,105 DEBUG - Graphulo.TwoTable(738) -  886570%00; :%00; [1] -> 1394838 entries processed
26 Mar 2018 04:31:04,654 DEBUG - Graphulo.TwoTable(738) -  1575434%00; :%00; [1] -> 2315488 entries processed
26 Mar 2018 04:31:04,777 DEBUG - Graphulo.TwoTable(738) -  163342%00; :%00; [1] -> 580766 entries processed
26 Mar 2018 04:31:04,892 DEBUG - Graphulo.TwoTable(738) -  2750030%00; :%00; [1] -> 3638750 entries processed
26 Mar 2018 04:31:05,012 DEBUG - Graphulo.TwoTable(738) -  2496411%00; :%00; [1] -> 5198040 entries processed
26 Mar 2018 04:31:05,029 DEBUG - Graphulo.TwoTable(738) -  1904642%00; :%00; [1] -> 2283948 entries processed
26 Mar 2018 04:31:05,189 DEBUG - Graphulo.TwoTable(738) -  1704736%00; :%00; [1] -> 330902 entries processed
26 Mar 2018 04:31:08,512 DEBUG - Graphulo.TwoTable(738) -  292847%00; :%00; [1] -> 539246 entries processed
26 Mar 2018 04:31:08,711 DEBUG - Graphulo.TwoTable(738) -  401691%00; :%00; [1] -> 5562178 entries processed
26 Mar 2018 04:31:08,816 DEBUG - Graphulo.TwoTable(738) -  532175%00; :%00; [1] -> 4254886 entries processed
26 Mar 2018 04:31:09,557 DEBUG - Graphulo.TwoTable(738) -  1542050%00; :%00; [1] -> 2128648 entries processed
26 Mar 2018 04:31:09,888 DEBUG - Graphulo.TwoTable(738) -  604816%00; :%00; [1] -> 9298918 entries processed
26 Mar 2018 04:31:10,270 DEBUG - Graphulo.TwoTable(738) -  549935%00; :%00; [1] -> 4161288 entries processed
26 Mar 2018 04:31:10,346 DEBUG - Graphulo.TwoTable(738) -  671863%00; :%00; [1] -> 3076896 entries processed
26 Mar 2018 04:31:10,351 DEBUG - Graphulo.TwoTable(738) -  291868%00; :%00; [1] -> 2279460 entries processed
26 Mar 2018 04:31:10,383 DEBUG - Graphulo.TwoTable(738) -  1179771%00; :%00; [1] -> 2888824 entries processed
26 Mar 2018 04:31:14,599 DEBUG - Graphulo.TwoTable(738) -  1862234%00; :%00; [1] -> 2402380 entries processed
26 Mar 2018 04:31:14,667 DEBUG - Graphulo.TwoTable(738) -  97425%00; :%00; [1] -> 7434956 entries processed
26 Mar 2018 04:31:14,904 DEBUG - Graphulo.TwoTable(738) -  1152930%00; :%00; [1] -> 3777766 entries processed
26 Mar 2018 04:31:15,469 DEBUG - Graphulo.TwoTable(738) -  718775%00; :%00; [1] -> 4332230 entries processed
26 Mar 2018 04:31:17,839 DEBUG - Graphulo.TwoTable(738) -  2204240%00; :%00; [1] -> 979446 entries processed
26 Mar 2018 04:31:18,386 DEBUG - Graphulo.TwoTable(738) -  657349%00; :%00; [1] -> 3704016 entries processed
26 Mar 2018 04:31:19,391 DEBUG - Graphulo.TwoTable(738) -  219714%00; :%00; [1] -> 689960 entries processed
26 Mar 2018 04:31:19,471 DEBUG - Graphulo.TwoTable(738) -  880992%00; :%00; [1] -> 3476768 entries processed
26 Mar 2018 04:31:19,630 DEBUG - Graphulo.TwoTable(738) -  183377%00; :%00; [1] -> 3636570 entries processed
26 Mar 2018 04:31:19,735 DEBUG - Graphulo.TwoTable(738) -  9519%00; :%00; [1] -> 2451320 entries processed
26 Mar 2018 04:31:19,805 DEBUG - Graphulo.TwoTable(738) -  1854246%00; :%00; [1] -> 1489868 entries processed
26 Mar 2018 04:31:22,373 DEBUG - Graphulo.TwoTable(738) -  32091%00; :%00; [1] -> 2204706 entries processed
26 Mar 2018 04:31:23,011 DEBUG - Graphulo.TwoTable(738) -  37563%00; :%00; [1] -> 5437312 entries processed
26 Mar 2018 04:31:23,049 DEBUG - Graphulo.TwoTable(738) -  1109310%00; :%00; [1] -> 4583162 entries processed
