nohup: ignoring input
26 Mar 2018 02:00:13,843 DEBUG - Graphulo.TwoTable(738) -  681142%00; :%00; [1] -> 1260658 entries processed
26 Mar 2018 02:16:35,889 DEBUG - Graphulo.TwoTable(738) -  135682%00; :%00; [1] -> 47308 entries processed
26 Mar 2018 02:16:35,890 DEBUG - Graphulo.TwoTable(738) -  270514%00; :%00; [1] -> 93764 entries processed
26 Mar 2018 02:16:36,350 DEBUG - Graphulo.TwoTable(738) -  72400%00; :%00; [1] -> 9942 entries processed
26 Mar 2018 02:16:36,350 DEBUG - Graphulo.TwoTable(738) -  138578%00; :%00; [1] -> 1218 entries processed
26 Mar 2018 02:16:36,831 DEBUG - Graphulo.TwoTable(738) -  411911%00; :%00; [1] -> 20816 entries processed
26 Mar 2018 02:16:38,773 DEBUG - Graphulo.TwoTable(738) -  116548%00; :%00; [1] -> 190734 entries processed
26 Mar 2018 02:16:40,238 DEBUG - Graphulo.TwoTable(738) -  593691%00; :%00; [1] -> 4266 entries processed
26 Mar 2018 02:16:40,238 DEBUG - Graphulo.TwoTable(738) -  20165%00; :%00; [1] -> 198112 entries processed
26 Mar 2018 02:16:40,822 DEBUG - Graphulo.TwoTable(738) -  928318%00; :%00; [1] -> 142830 entries processed
26 Mar 2018 02:16:40,822 DEBUG - Graphulo.TwoTable(738) -  58630%00; :%00; [1] -> 19732 entries processed
26 Mar 2018 02:16:41,478 DEBUG - Graphulo.TwoTable(738) -  846700%00; :%00; [1] -> 235926 entries processed
26 Mar 2018 02:16:41,856 DEBUG - Graphulo.TwoTable(738) -  5049%00; :%00; [1] -> 60680 entries processed
26 Mar 2018 02:16:42,368 DEBUG - Graphulo.TwoTable(738) -  92605%00; :%00; [1] -> 94408 entries processed
26 Mar 2018 02:16:44,319 DEBUG - Graphulo.TwoTable(738) -  7460%00; :%00; [1] -> 3852 entries processed
26 Mar 2018 02:16:46,137 DEBUG - Graphulo.TwoTable(738) -  1036342%00; :%00; [1] -> 45858 entries processed
26 Mar 2018 02:16:46,137 DEBUG - Graphulo.TwoTable(738) -  30127%00; :%00; [1] -> 39530 entries processed
26 Mar 2018 02:16:49,342 DEBUG - Graphulo.TwoTable(738) -  2674%00; :%00; [1] -> 17410 entries processed
26 Mar 2018 02:16:49,355 DEBUG - Graphulo.TwoTable(738) -  43514%00; :%00; [1] -> 930 entries processed
26 Mar 2018 02:16:50,291 DEBUG - Graphulo.TwoTable(738) -  206151%00; :%00; [1] -> 1722 entries processed
26 Mar 2018 02:16:50,291 DEBUG - Graphulo.TwoTable(738) -  376712%00; :%00; [1] -> 5960 entries processed
26 Mar 2018 02:16:50,926 DEBUG - Graphulo.TwoTable(738) -  104137%00; :%00; [1] -> 20508 entries processed
26 Mar 2018 02:16:51,052 DEBUG - Graphulo.TwoTable(738) -  725031%00; :%00; [1] -> 1128 entries processed
26 Mar 2018 02:16:51,052 DEBUG - Graphulo.TwoTable(738) -  628374%00; :%00; [1] -> 1124466 entries processed
26 Mar 2018 02:16:51,052 DEBUG - Graphulo.TwoTable(738) -  1119%00; :%00; [1] -> 13654 entries processed
26 Mar 2018 02:16:53,199 DEBUG - Graphulo.TwoTable(738) -  689116%00; :%00; [1] -> 3182 entries processed
26 Mar 2018 02:16:53,300 DEBUG - Graphulo.TwoTable(738) -  112574%00; :%00; [1] -> 23630 entries processed
26 Mar 2018 02:16:53,362 DEBUG - Graphulo.TwoTable(738) -  11357%00; :%00; [1] -> 10274 entries processed
26 Mar 2018 02:16:53,700 DEBUG - Graphulo.TwoTable(738) -  178798%00; :%00; [1] -> 52894 entries processed
26 Mar 2018 02:16:53,701 DEBUG - Graphulo.TwoTable(738) -  5652%00; :%00; [1] -> 10838 entries processed
26 Mar 2018 02:16:54,379 DEBUG - Graphulo.TwoTable(738) -  4436%00; :%00; [1] -> 154188 entries processed
26 Mar 2018 02:16:55,685 DEBUG - Graphulo.TwoTable(738) -  82111%00; :%00; [1] -> 7054 entries processed
26 Mar 2018 02:16:55,685 DEBUG - Graphulo.TwoTable(738) -  178378%00; :%00; [1] -> 14614 entries processed
26 Mar 2018 02:16:57,503 DEBUG - Graphulo.TwoTable(738) -  276582%00; :%00; [1] -> 2436 entries processed
26 Mar 2018 02:16:57,503 DEBUG - Graphulo.TwoTable(738) -  18106%00; :%00; [1] -> 12354 entries processed
26 Mar 2018 02:16:58,278 DEBUG - Graphulo.TwoTable(738) -  107838%00; :%00; [1] -> 48424 entries processed
26 Mar 2018 02:16:59,000 DEBUG - Graphulo.TwoTable(738) -  14977%00; :%00; [1] -> 60620 entries processed
26 Mar 2018 02:17:01,029 DEBUG - Graphulo.TwoTable(738) -  208359%00; :%00; [1] -> 74410 entries processed
26 Mar 2018 02:17:01,851 DEBUG - Graphulo.TwoTable(738) -  361327%00; :%00; [1] -> 6888846 entries processed
26 Mar 2018 02:17:03,995 DEBUG - Graphulo.TwoTable(738) -  665025%00; :%00; [1] -> 8474 entries processed
26 Mar 2018 02:17:05,460 DEBUG - Graphulo.TwoTable(738) -  655933%00; :%00; [1] -> 14794 entries processed
26 Mar 2018 02:17:05,461 DEBUG - Graphulo.TwoTable(738) -  164611%00; :%00; [1] -> 14546 entries processed
26 Mar 2018 02:17:07,911 DEBUG - Graphulo.TwoTable(738) -  8413%00; :%00; [1] -> 12852 entries processed
26 Mar 2018 02:17:09,521 DEBUG - Graphulo.TwoTable(738) -  49171%00; :%00; [1] -> 161516 entries processed
26 Mar 2018 02:17:11,004 DEBUG - Graphulo.TwoTable(738) -  323770%00; :%00; [1] -> 2646 entries processed
26 Mar 2018 02:17:12,016 DEBUG - Graphulo.TwoTable(738) -  883527%00; :%00; [1] -> 35012 entries processed
26 Mar 2018 02:17:12,016 DEBUG - Graphulo.TwoTable(738) -  1142681%00; :%00; [1] -> 187238 entries processed
26 Mar 2018 02:17:12,196 DEBUG - Graphulo.TwoTable(738) -  60086%00; :%00; [1] -> 2586 entries processed
26 Mar 2018 02:17:12,197 DEBUG - Graphulo.TwoTable(738) -  226094%00; :%00; [1] -> 27906 entries processed
26 Mar 2018 02:17:20,786 DEBUG - Graphulo.TwoTable(738) -  2526%00; :%00; [1] -> 31354 entries processed
26 Mar 2018 02:17:20,787 DEBUG - Graphulo.TwoTable(738) -   :%00; [1] -> 1376 entries processed
26 Mar 2018 02:17:20,787 DEBUG - Graphulo.TwoTable(738) -  84493%00; :%00; [1] -> 26368 entries processed
26 Mar 2018 02:17:26,792 DEBUG - Graphulo.TwoTable(738) -  106983%00; :%00; [1] -> 913592 entries processed
26 Mar 2018 02:17:27,357 DEBUG - Graphulo.TwoTable(738) -  1073760%00; :%00; [1] -> 2098 entries processed
26 Mar 2018 02:17:27,357 DEBUG - Graphulo.TwoTable(738) -  737516%00; :%00; [1] -> 138674 entries processed
26 Mar 2018 02:17:27,650 DEBUG - Graphulo.TwoTable(738) -  562976%00; :%00; [1] -> 2208 entries processed
26 Mar 2018 02:17:32,408 DEBUG - Graphulo.TwoTable(738) -  692690%00; :%00; [1] -> 1782 entries processed
26 Mar 2018 02:17:32,408 DEBUG - Graphulo.TwoTable(738) -  9960%00; :%00; [1] -> 1008 entries processed
26 Mar 2018 02:17:34,252 DEBUG - Graphulo.TwoTable(738) -  705289%00; :%00; [1] -> 25136 entries processed
26 Mar 2018 02:17:34,252 DEBUG - Graphulo.TwoTable(738) -  4922%00; :%00; [1] -> 1222 entries processed
26 Mar 2018 02:17:39,152 DEBUG - Graphulo.TwoTable(738) -  101689%00; :%00; [1] -> 64718 entries processed
26 Mar 2018 02:17:42,629 DEBUG - Graphulo.TwoTable(738) -  9322%00; :%00; [1] -> 7206 entries processed
26 Mar 2018 02:17:42,629 DEBUG - Graphulo.TwoTable(738) -  409634%00; :%00; [1] -> 7188 entries processed
26 Mar 2018 02:17:50,130 DEBUG - Graphulo.TwoTable(738) -  1273%00; :%00; [1] -> 223008 entries processed
26 Mar 2018 02:17:56,120 DEBUG - Graphulo.TwoTable(738) -  1122578%00; :%00; [1] -> 79412 entries processed
26 Mar 2018 02:18:00,450 DEBUG - Graphulo.TwoTable(738) -  489807%00; :%00; [1] -> 4500 entries processed
26 Mar 2018 02:18:02,157 DEBUG - Graphulo.TwoTable(738) -  61503%00; :%00; [1] -> 2698 entries processed
26 Mar 2018 02:18:02,158 DEBUG - Graphulo.TwoTable(738) -  269330%00; :%00; [1] -> 7442 entries processed
26 Mar 2018 02:18:02,158 DEBUG - Graphulo.TwoTable(738) -  60180%00; :%00; [1] -> 38832 entries processed
26 Mar 2018 02:18:06,308 DEBUG - Graphulo.TwoTable(738) -  839885%00; :%00; [1] -> 31578 entries processed
26 Mar 2018 02:18:06,309 DEBUG - Graphulo.TwoTable(738) -  280408%00; :%00; [1] -> 319086 entries processed
26 Mar 2018 02:18:07,238 DEBUG - Graphulo.TwoTable(738) -  337810%00; :%00; [1] -> 40098 entries processed
26 Mar 2018 02:18:07,238 DEBUG - Graphulo.TwoTable(738) -  3554%00; :%00; [1] -> 69514 entries processed
26 Mar 2018 02:18:12,958 DEBUG - Graphulo.TwoTable(738) -  390365%00; :%00; [1] -> 13812 entries processed
26 Mar 2018 02:18:13,811 DEBUG - Graphulo.TwoTable(738) -  6527%00; :%00; [1] -> 8888 entries processed
26 Mar 2018 02:18:17,946 DEBUG - Graphulo.TwoTable(738) -  20279%00; :%00; [1] -> 75238 entries processed
26 Mar 2018 02:18:17,946 DEBUG - Graphulo.TwoTable(738) -  117058%00; :%00; [1] -> 1422 entries processed
26 Mar 2018 02:18:23,644 DEBUG - Graphulo.TwoTable(738) -  20658%00; :%00; [1] -> 87936 entries processed
26 Mar 2018 02:18:23,644 DEBUG - Graphulo.TwoTable(738) -  2760%00; :%00; [1] -> 20886 entries processed
26 Mar 2018 02:18:26,097 DEBUG - Graphulo.TwoTable(738) -  670304%00; :%00; [1] -> 238272 entries processed
26 Mar 2018 02:18:26,097 DEBUG - Graphulo.TwoTable(738) -  11810%00; :%00; [1] -> 19876 entries processed
26 Mar 2018 02:18:27,568 DEBUG - Graphulo.TwoTable(738) -  40879%00; :%00; [1] -> 4548 entries processed
26 Mar 2018 02:18:27,568 DEBUG - Graphulo.TwoTable(738) -  319626%00; :%00; [1] -> 24106 entries processed
26 Mar 2018 02:18:40,953 DEBUG - Graphulo.TwoTable(738) -  102904%00; :%00; [1] -> 5206 entries processed
26 Mar 2018 02:18:46,188 DEBUG - Graphulo.TwoTable(738) -  142783%00; :%00; [1] -> 788868 entries processed
26 Mar 2018 02:18:55,451 DEBUG - Graphulo.TwoTable(738) -  12307%00; :%00; [1] -> 974 entries processed
26 Mar 2018 02:19:03,182 DEBUG - Graphulo.TwoTable(738) -  20990%00; :%00; [1] -> 269228 entries processed
26 Mar 2018 02:19:03,183 DEBUG - Graphulo.TwoTable(738) -  766928%00; :%00; [1] -> 6778 entries processed
26 Mar 2018 02:21:36,420 DEBUG - Graphulo.kTrussAdj_Smart(2512) -  time to count 579826 entries is 151769
26 Mar 2018 02:21:36,421 DEBUG - Graphulo.kTrussAdj_Smart(2515) -  iter +2 nppBefore 2461992556 nppAfter 132486406; 314 s
26 Mar 2018 02:21:41,418 DEBUG - Graphulo.TwoTable(738) -  655933%00; :%00; [1] -> 17442 entries processed
26 Mar 2018 02:21:41,510 DEBUG - Graphulo.TwoTable(738) -  20922%00; :%00; [1] -> 142550 entries processed
26 Mar 2018 02:21:41,586 DEBUG - Graphulo.TwoTable(738) -  666682%00; :%00; [1] -> 39906 entries processed
26 Mar 2018 02:21:41,586 DEBUG - Graphulo.TwoTable(738) -  45101%00; :%00; [1] -> 12 entries processed
26 Mar 2018 02:21:41,878 DEBUG - Graphulo.TwoTable(738) -  33708%00; :%00; [1] -> 71446 entries processed
26 Mar 2018 02:21:41,878 DEBUG - Graphulo.TwoTable(738) -  3791%00; :%00; [1] -> 24684 entries processed
26 Mar 2018 02:21:42,071 DEBUG - Graphulo.TwoTable(738) -  303637%00; :%00; [1] -> 33688 entries processed
26 Mar 2018 02:21:42,216 DEBUG - Graphulo.TwoTable(738) -  3883%00; :%00; [1] -> 25288 entries processed
26 Mar 2018 02:21:42,419 DEBUG - Graphulo.TwoTable(738) -  200546%00; :%00; [1] -> 76304 entries processed
26 Mar 2018 02:21:42,419 DEBUG - Graphulo.TwoTable(738) -  93975%00; :%00; [1] -> 153972 entries processed
26 Mar 2018 02:21:42,419 DEBUG - Graphulo.TwoTable(738) -  1108861%00; :%00; [1] -> 1980 entries processed
26 Mar 2018 02:21:42,485 DEBUG - Graphulo.TwoTable(738) -  124%00; :%00; [1] -> 132058 entries processed
26 Mar 2018 02:21:42,544 DEBUG - Graphulo.TwoTable(738) -  149622%00; :%00; [1] -> 80 entries processed
26 Mar 2018 02:21:42,752 DEBUG - Graphulo.TwoTable(738) -  1073760%00; :%00; [1] -> 2476 entries processed
26 Mar 2018 02:21:42,752 DEBUG - Graphulo.TwoTable(738) -  670304%00; :%00; [1] -> 242460 entries processed
26 Mar 2018 02:21:42,752 DEBUG - Graphulo.TwoTable(738) -  2424%00; :%00; [1] -> 14 entries processed
26 Mar 2018 02:21:43,088 DEBUG - Graphulo.TwoTable(738) -  205200%00; :%00; [1] -> 93784 entries processed
26 Mar 2018 02:21:43,140 DEBUG - Graphulo.TwoTable(738) -  93931%00; :%00; [1] -> 68322 entries processed
26 Mar 2018 02:21:43,348 DEBUG - Graphulo.TwoTable(738) -  20829%00; :%00; [1] -> 3914 entries processed
26 Mar 2018 02:21:43,348 DEBUG - Graphulo.TwoTable(738) -  22410%00; :%00; [1] -> 92292 entries processed
26 Mar 2018 02:21:43,425 DEBUG - Graphulo.TwoTable(738) -  670353%00; :%00; [1] -> 16530 entries processed
26 Mar 2018 02:21:43,657 DEBUG - Graphulo.TwoTable(738) -  1491%00; :%00; [1] -> 5390 entries processed
26 Mar 2018 02:21:43,757 DEBUG - Graphulo.TwoTable(738) -  104114%00; :%00; [1] -> 349740 entries processed
26 Mar 2018 02:21:43,757 DEBUG - Graphulo.TwoTable(738) -  806%00; :%00; [1] -> 348172 entries processed
26 Mar 2018 02:21:43,831 DEBUG - Graphulo.TwoTable(738) -  7236%00; :%00; [1] -> 41120 entries processed
26 Mar 2018 02:21:43,832 DEBUG - Graphulo.TwoTable(738) -  233660%00; :%00; [1] -> 9370 entries processed
26 Mar 2018 02:21:43,914 DEBUG - Graphulo.TwoTable(738) -  957%00; :%00; [1] -> 12374 entries processed
26 Mar 2018 02:21:43,950 DEBUG - Graphulo.TwoTable(738) -  234684%00; :%00; [1] -> 53260 entries processed
26 Mar 2018 02:21:44,055 DEBUG - Graphulo.TwoTable(738) -  20868%00; :%00; [1] -> 210102 entries processed
26 Mar 2018 02:21:44,075 DEBUG - Graphulo.TwoTable(738) -  37968%00; :%00; [1] -> 89110 entries processed
26 Mar 2018 02:21:44,117 DEBUG - Graphulo.TwoTable(738) -  90499%00; :%00; [1] -> 155768 entries processed
26 Mar 2018 02:21:44,129 DEBUG - Graphulo.TwoTable(738) -  3678%00; :%00; [1] -> 2648 entries processed
26 Mar 2018 02:21:44,332 DEBUG - Graphulo.TwoTable(738) -  104197%00; :%00; [1] -> 420894 entries processed
26 Mar 2018 02:21:44,356 DEBUG - Graphulo.TwoTable(738) -  650946%00; :%00; [1] -> 95932 entries processed
26 Mar 2018 02:21:44,557 DEBUG - Graphulo.TwoTable(738) -  329188%00; :%00; [1] -> 8628 entries processed
26 Mar 2018 02:21:44,679 DEBUG - Graphulo.TwoTable(738) -  3086%00; :%00; [1] -> 31994 entries processed
26 Mar 2018 02:21:44,679 DEBUG - Graphulo.TwoTable(738) -  23071%00; :%00; [1] -> 119022 entries processed
26 Mar 2018 02:21:45,640 DEBUG - Graphulo.TwoTable(738) -  104137%00; :%00; [1] -> 23126 entries processed
26 Mar 2018 02:21:45,640 DEBUG - Graphulo.TwoTable(738) -  104684%00; :%00; [1] -> 175036 entries processed
26 Mar 2018 02:21:45,641 DEBUG - Graphulo.TwoTable(738) -  77276%00; :%00; [1] -> 567708 entries processed
26 Mar 2018 02:21:46,610 DEBUG - Graphulo.TwoTable(738) -  176334%00; :%00; [1] -> 10684 entries processed
26 Mar 2018 02:21:46,641 DEBUG - Graphulo.TwoTable(738) -  638368%00; :%00; [1] -> 43236 entries processed
26 Mar 2018 02:21:46,641 DEBUG - Graphulo.TwoTable(738) -  64017%00; :%00; [1] -> 104926 entries processed
26 Mar 2018 02:21:46,740 DEBUG - Graphulo.TwoTable(738) -  6506%00; :%00; [1] -> 13132 entries processed
26 Mar 2018 02:21:46,740 DEBUG - Graphulo.TwoTable(738) -  436070%00; :%00; [1] -> 8150 entries processed
26 Mar 2018 02:21:46,751 DEBUG - Graphulo.TwoTable(738) -  3016%00; :%00; [1] -> 1142 entries processed
26 Mar 2018 02:21:46,751 DEBUG - Graphulo.TwoTable(738) -  940%00; :%00; [1] -> 853226 entries processed
26 Mar 2018 02:21:46,751 DEBUG - Graphulo.TwoTable(738) -  5124%00; :%00; [1] -> 111148 entries processed
26 Mar 2018 02:21:46,932 DEBUG - Graphulo.TwoTable(738) -  154666%00; :%00; [1] -> 22964 entries processed
26 Mar 2018 02:21:46,987 DEBUG - Graphulo.TwoTable(738) -  11153%00; :%00; [1] -> 496 entries processed
26 Mar 2018 02:21:46,988 DEBUG - Graphulo.TwoTable(738) -  803%00; :%00; [1] -> 59314 entries processed
26 Mar 2018 02:21:47,265 DEBUG - Graphulo.TwoTable(738) -  274960%00; :%00; [1] -> 933292 entries processed
26 Mar 2018 02:21:47,534 DEBUG - Graphulo.TwoTable(738) -  94027%00; :%00; [1] -> 8898 entries processed
26 Mar 2018 02:21:47,534 DEBUG - Graphulo.TwoTable(738) -  358935%00; :%00; [1] -> 11314 entries processed
26 Mar 2018 02:21:47,540 DEBUG - Graphulo.TwoTable(738) -  4294%00; :%00; [1] -> 96594 entries processed
26 Mar 2018 02:21:47,680 DEBUG - Graphulo.TwoTable(738) -  371938%00; :%00; [1] -> 1806 entries processed
26 Mar 2018 02:21:47,680 DEBUG - Graphulo.TwoTable(738) -  363%00; :%00; [1] -> 1444 entries processed
26 Mar 2018 02:21:47,750 DEBUG - Graphulo.TwoTable(738) -  179177%00; :%00; [1] -> 102190 entries processed
26 Mar 2018 02:21:47,753 DEBUG - Graphulo.TwoTable(738) -  361327%00; :%00; [1] -> 6894186 entries processed
26 Mar 2018 02:21:47,906 DEBUG - Graphulo.TwoTable(738) -  20798%00; :%00; [1] -> 90964 entries processed
26 Mar 2018 02:21:48,287 DEBUG - Graphulo.TwoTable(738) -  301626%00; :%00; [1] -> 35490 entries processed
26 Mar 2018 02:21:48,343 DEBUG - Graphulo.TwoTable(738) -  2421%00; :%00; [1] -> 319340 entries processed
26 Mar 2018 02:21:48,447 DEBUG - Graphulo.TwoTable(738) -  4849%00; :%00; [1] -> 17208 entries processed
26 Mar 2018 02:21:48,450 DEBUG - Graphulo.TwoTable(738) -  98181%00; :%00; [1] -> 728 entries processed
26 Mar 2018 02:21:48,450 DEBUG - Graphulo.TwoTable(738) -  331201%00; :%00; [1] -> 12514 entries processed
26 Mar 2018 02:21:48,767 DEBUG - Graphulo.TwoTable(738) -  181264%00; :%00; [1] -> 734344 entries processed
26 Mar 2018 02:21:49,230 DEBUG - Graphulo.TwoTable(738) -  126113%00; :%00; [1] -> 49668 entries processed
26 Mar 2018 02:21:49,230 DEBUG - Graphulo.TwoTable(738) -  701%00; :%00; [1] -> 14776 entries processed
26 Mar 2018 02:21:49,231 DEBUG - Graphulo.TwoTable(738) -  218191%00; :%00; [1] -> 9448 entries processed
26 Mar 2018 02:21:49,519 DEBUG - Graphulo.TwoTable(738) -  105478%00; :%00; [1] -> 7234 entries processed
26 Mar 2018 02:21:49,678 DEBUG - Graphulo.TwoTable(738) -  283573%00; :%00; [1] -> 178822 entries processed
26 Mar 2018 02:21:49,753 DEBUG - Graphulo.TwoTable(738) -  771333%00; :%00; [1] -> 234116 entries processed
26 Mar 2018 02:21:49,823 DEBUG - Graphulo.TwoTable(738) -  101689%00; :%00; [1] -> 71832 entries processed
26 Mar 2018 02:21:49,908 DEBUG - Graphulo.TwoTable(738) -  756421%00; :%00; [1] -> 1412 entries processed
26 Mar 2018 02:21:49,908 DEBUG - Graphulo.TwoTable(738) -  145008%00; :%00; [1] -> 88248 entries processed
26 Mar 2018 02:21:50,593 DEBUG - Graphulo.TwoTable(738) -  104133%00; :%00; [1] -> 208482 entries processed
26 Mar 2018 02:21:50,593 DEBUG - Graphulo.TwoTable(738) -  2780%00; :%00; [1] -> 863984 entries processed
26 Mar 2018 02:21:50,593 DEBUG - Graphulo.TwoTable(738) -  753702%00; :%00; [1] -> 393024 entries processed
26 Mar 2018 02:21:51,398 DEBUG - Graphulo.TwoTable(738) -  20617%00; :%00; [1] -> 92962 entries processed
26 Mar 2018 02:21:51,476 DEBUG - Graphulo.TwoTable(738) -  1761%00; :%00; [1] -> 2044 entries processed
26 Mar 2018 02:21:51,476 DEBUG - Graphulo.TwoTable(738) -  1243%00; :%00; [1] -> 1787358 entries processed
26 Mar 2018 02:21:51,494 DEBUG - Graphulo.TwoTable(738) -  369472%00; :%00; [1] -> 273034 entries processed
26 Mar 2018 02:21:51,494 DEBUG - Graphulo.TwoTable(738) -  20229%00; :%00; [1] -> 417958 entries processed
26 Mar 2018 02:21:51,556 DEBUG - Graphulo.TwoTable(738) -  9553%00; :%00; [1] -> 139108 entries processed
26 Mar 2018 02:21:51,857 DEBUG - Graphulo.TwoTable(738) -  386%00; :%00; [1] -> 1770 entries processed
26 Mar 2018 02:21:52,263 DEBUG - Graphulo.TwoTable(738) -  683631%00; :%00; [1] -> 42358 entries processed
26 Mar 2018 02:21:52,325 DEBUG - Graphulo.TwoTable(738) -  33081%00; :%00; [1] -> 3624 entries processed
26 Mar 2018 02:21:52,326 DEBUG - Graphulo.TwoTable(738) -  4821%00; :%00; [1] -> 4 entries processed
26 Mar 2018 02:21:52,326 DEBUG - Graphulo.TwoTable(738) -  33542%00; :%00; [1] -> 6174 entries processed
26 Mar 2018 02:21:52,326 DEBUG - Graphulo.TwoTable(738) -  681308%00; :%00; [1] -> 83986 entries processed
26 Mar 2018 02:21:52,342 DEBUG - Graphulo.TwoTable(738) -  51523%00; :%00; [1] -> 38 entries processed
26 Mar 2018 02:21:52,342 DEBUG - Graphulo.TwoTable(738) -  157932%00; :%00; [1] -> 13738 entries processed
26 Mar 2018 02:21:52,439 DEBUG - Graphulo.TwoTable(738) -  2662%00; :%00; [1] -> 10466 entries processed
26 Mar 2018 02:21:52,440 DEBUG - Graphulo.TwoTable(738) -  25072%00; :%00; [1] -> 212932 entries processed
26 Mar 2018 02:21:52,440 DEBUG - Graphulo.TwoTable(738) -  96396%00; :%00; [1] -> 48578 entries processed
26 Mar 2018 02:21:52,536 DEBUG - Graphulo.TwoTable(738) -  29585%00; :%00; [1] -> 29252 entries processed
26 Mar 2018 02:21:52,537 DEBUG - Graphulo.TwoTable(738) -  59454%00; :%00; [1] -> 7526 entries processed
26 Mar 2018 02:21:53,055 DEBUG - Graphulo.TwoTable(738) -  47544%00; :%00; [1] -> 12962 entries processed
26 Mar 2018 02:21:53,055 DEBUG - Graphulo.TwoTable(738) -  20000%00; :%00; [1] -> 16006 entries processed
26 Mar 2018 02:21:53,056 DEBUG - Graphulo.TwoTable(738) -  960995%00; :%00; [1] -> 5256 entries processed
26 Mar 2018 02:21:53,281 DEBUG - Graphulo.TwoTable(738) -  666772%00; :%00; [1] -> 4890 entries processed
26 Mar 2018 02:21:53,359 DEBUG - Graphulo.TwoTable(738) -  77343%00; :%00; [1] -> 14922 entries processed
26 Mar 2018 02:21:53,449 DEBUG - Graphulo.TwoTable(738) -  1004284%00; :%00; [1] -> 864 entries processed
26 Mar 2018 02:21:53,449 DEBUG - Graphulo.TwoTable(738) -  217324%00; :%00; [1] -> 6890 entries processed
26 Mar 2018 02:21:53,450 DEBUG - Graphulo.TwoTable(738) -  155432%00; :%00; [1] -> 58108 entries processed
26 Mar 2018 02:21:53,451 DEBUG - Graphulo.TwoTable(738) -  260321%00; :%00; [1] -> 28564 entries processed
26 Mar 2018 02:21:53,543 DEBUG - Graphulo.TwoTable(738) -  9125%00; :%00; [1] -> 640 entries processed
26 Mar 2018 02:21:53,543 DEBUG - Graphulo.TwoTable(738) -  128864%00; :%00; [1] -> 218 entries processed
26 Mar 2018 02:21:53,555 DEBUG - Graphulo.TwoTable(738) -  796566%00; :%00; [1] -> 22730 entries processed
26 Mar 2018 02:21:53,780 DEBUG - Graphulo.TwoTable(738) -  1051023%00; :%00; [1] -> 46318 entries processed
26 Mar 2018 02:21:54,121 DEBUG - Graphulo.TwoTable(738) -  178798%00; :%00; [1] -> 55166 entries processed
26 Mar 2018 02:21:54,121 DEBUG - Graphulo.TwoTable(738) -  60996%00; :%00; [1] -> 302 entries processed
26 Mar 2018 02:21:54,167 DEBUG - Graphulo.TwoTable(738) -  882%00; :%00; [1] -> 17392 entries processed
26 Mar 2018 02:21:54,211 DEBUG - Graphulo.TwoTable(738) -  364312%00; :%00; [1] -> 20832 entries processed
26 Mar 2018 02:21:54,495 DEBUG - Graphulo.TwoTable(738) -  207249%00; :%00; [1] -> 108592 entries processed
26 Mar 2018 02:21:54,495 DEBUG - Graphulo.TwoTable(738) -  439244%00; :%00; [1] -> 1000 entries processed
26 Mar 2018 02:21:54,495 DEBUG - Graphulo.TwoTable(738) -  425084%00; :%00; [1] -> 3162 entries processed
26 Mar 2018 02:21:54,507 DEBUG - Graphulo.TwoTable(738) -  27544%00; :%00; [1] -> 440412 entries processed
26 Mar 2018 02:21:54,751 DEBUG - Graphulo.TwoTable(738) -  39960%00; :%00; [1] -> 356 entries processed
26 Mar 2018 02:21:54,751 DEBUG - Graphulo.TwoTable(738) -  1101507%00; :%00; [1] -> 2612 entries processed
26 Mar 2018 02:21:54,753 DEBUG - Graphulo.TwoTable(738) -  4321%00; :%00; [1] -> 2500 entries processed
26 Mar 2018 02:21:54,977 DEBUG - Graphulo.TwoTable(738) -  44006%00; :%00; [1] -> 920912 entries processed
26 Mar 2018 02:21:54,977 DEBUG - Graphulo.TwoTable(738) -  601655%00; :%00; [1] -> 138 entries processed
26 Mar 2018 02:21:55,565 DEBUG - Graphulo.TwoTable(738) -  21160%00; :%00; [1] -> 2556402 entries processed
26 Mar 2018 02:21:55,586 DEBUG - Graphulo.TwoTable(738) -  24709%00; :%00; [1] -> 79186 entries processed
26 Mar 2018 02:21:55,884 DEBUG - Graphulo.TwoTable(738) -  145787%00; :%00; [1] -> 6794 entries processed
26 Mar 2018 02:21:56,072 DEBUG - Graphulo.TwoTable(738) -  21242%00; :%00; [1] -> 111690 entries processed
26 Mar 2018 02:21:56,072 DEBUG - Graphulo.TwoTable(738) -  7682%00; :%00; [1] -> 28898 entries processed
26 Mar 2018 02:21:56,123 DEBUG - Graphulo.TwoTable(738) -  482709%00; :%00; [1] -> 2488 entries processed
26 Mar 2018 02:21:56,123 DEBUG - Graphulo.TwoTable(738) -  5890%00; :%00; [1] -> 43670 entries processed
26 Mar 2018 02:21:56,796 DEBUG - Graphulo.TwoTable(738) -  38429%00; :%00; [1] -> 1034 entries processed
26 Mar 2018 02:21:56,796 DEBUG - Graphulo.TwoTable(738) -  114058%00; :%00; [1] -> 6452 entries processed
26 Mar 2018 02:21:56,896 DEBUG - Graphulo.TwoTable(738) -  123843%00; :%00; [1] -> 8160 entries processed
26 Mar 2018 02:21:56,897 DEBUG - Graphulo.TwoTable(738) -  683229%00; :%00; [1] -> 14642 entries processed
26 Mar 2018 02:21:56,992 DEBUG - Graphulo.TwoTable(738) -  1024068%00; :%00; [1] -> 2594 entries processed
