nohup: ignoring input
26 Mar 2018 00:56:15,899 DEBUG - Graphulo.TwoTable(738) -  4201401%00; :%00; [1] -> 113592 entries processed
26 Mar 2018 00:57:49,661 DEBUG - Graphulo.TwoTable(738) -  5631636%00; :%00; [1] -> 403186 entries processed
26 Mar 2018 00:57:49,661 DEBUG - Graphulo.TwoTable(738) -  5381935%00; :%00; [1] -> 295370 entries processed
26 Mar 2018 00:57:49,736 DEBUG - Graphulo.TwoTable(738) -  5457546%00; :%00; [1] -> 357344 entries processed
26 Mar 2018 00:57:49,763 DEBUG - Graphulo.TwoTable(738) -  6008577%00; :%00; [1] -> 254518 entries processed
26 Mar 2018 00:57:49,764 DEBUG - Graphulo.TwoTable(738) -  5447560%00; :%00; [1] -> 284180 entries processed
26 Mar 2018 00:57:49,838 DEBUG - Graphulo.TwoTable(738) -  5419161%00; :%00; [1] -> 257060 entries processed
26 Mar 2018 00:57:49,839 DEBUG - Graphulo.TwoTable(738) -  5409077%00; :%00; [1] -> 314654 entries processed
26 Mar 2018 00:57:49,839 DEBUG - Graphulo.TwoTable(738) -  5176749%00; :%00; [1] -> 215258 entries processed
26 Mar 2018 00:57:49,906 DEBUG - Graphulo.TwoTable(738) -  4229176%00; :%00; [1] -> 118574 entries processed
26 Mar 2018 00:57:49,951 DEBUG - Graphulo.TwoTable(738) -  5198143%00; :%00; [1] -> 224002 entries processed
26 Mar 2018 00:57:49,951 DEBUG - Graphulo.TwoTable(738) -  5383660%00; :%00; [1] -> 291860 entries processed
26 Mar 2018 00:57:50,047 DEBUG - Graphulo.TwoTable(738) -  5787978%00; :%00; [1] -> 330778 entries processed
26 Mar 2018 00:57:50,048 DEBUG - Graphulo.TwoTable(738) -  5194284%00; :%00; [1] -> 223758 entries processed
26 Mar 2018 00:57:50,163 DEBUG - Graphulo.TwoTable(738) -  4934359%00; :%00; [1] -> 240370 entries processed
26 Mar 2018 00:57:50,164 DEBUG - Graphulo.TwoTable(738) -  4479860%00; :%00; [1] -> 142368 entries processed
26 Mar 2018 00:57:50,276 DEBUG - Graphulo.TwoTable(738) -  4078817%00; :%00; [1] -> 92916 entries processed
26 Mar 2018 00:57:50,276 DEBUG - Graphulo.TwoTable(738) -  3998393%00; :%00; [1] -> 93048 entries processed
26 Mar 2018 00:57:50,276 DEBUG - Graphulo.TwoTable(738) -  4242755%00; :%00; [1] -> 115614 entries processed
26 Mar 2018 00:57:50,324 DEBUG - Graphulo.TwoTable(738) -  5330215%00; :%00; [1] -> 242166 entries processed
26 Mar 2018 00:57:50,324 DEBUG - Graphulo.TwoTable(738) -  5333806%00; :%00; [1] -> 288388 entries processed
26 Mar 2018 00:57:50,359 DEBUG - Graphulo.TwoTable(738) -  5801317%00; :%00; [1] -> 301990 entries processed
26 Mar 2018 00:57:50,359 DEBUG - Graphulo.TwoTable(738) -  5213359%00; :%00; [1] -> 200098 entries processed
26 Mar 2018 00:57:50,408 DEBUG - Graphulo.TwoTable(738) -  4969481%00; :%00; [1] -> 190590 entries processed
26 Mar 2018 00:57:50,487 DEBUG - Graphulo.TwoTable(738) -  5234131%00; :%00; [1] -> 240400 entries processed
26 Mar 2018 00:57:50,530 DEBUG - Graphulo.TwoTable(738) -  4859460%00; :%00; [1] -> 215650 entries processed
26 Mar 2018 00:57:50,530 DEBUG - Graphulo.TwoTable(738) -  4865665%00; :%00; [1] -> 220500 entries processed
26 Mar 2018 00:57:50,583 DEBUG - Graphulo.TwoTable(738) -  5488979%00; :%00; [1] -> 302038 entries processed
26 Mar 2018 00:57:50,584 DEBUG - Graphulo.TwoTable(738) -  5025611%00; :%00; [1] -> 195674 entries processed
26 Mar 2018 00:57:50,627 DEBUG - Graphulo.TwoTable(738) -  5366490%00; :%00; [1] -> 262464 entries processed
26 Mar 2018 00:57:50,648 DEBUG - Graphulo.TwoTable(738) -  4809707%00; :%00; [1] -> 167760 entries processed
26 Mar 2018 00:57:50,648 DEBUG - Graphulo.TwoTable(738) -  4636880%00; :%00; [1] -> 178142 entries processed
26 Mar 2018 00:57:50,649 DEBUG - Graphulo.TwoTable(738) -  4814026%00; :%00; [1] -> 184828 entries processed
26 Mar 2018 00:57:50,704 DEBUG - Graphulo.TwoTable(738) -  5044189%00; :%00; [1] -> 178606 entries processed
26 Mar 2018 00:57:50,728 DEBUG - Graphulo.TwoTable(738) -  5094544%00; :%00; [1] -> 189356 entries processed
26 Mar 2018 00:57:50,737 DEBUG - Graphulo.TwoTable(738) -  4452562%00; :%00; [1] -> 154040 entries processed
26 Mar 2018 00:57:50,861 DEBUG - Graphulo.TwoTable(738) -  4023484%00; :%00; [1] -> 98160 entries processed
26 Mar 2018 00:57:50,869 DEBUG - Graphulo.TwoTable(738) -  5722588%00; :%00; [1] -> 405718 entries processed
26 Mar 2018 00:57:50,869 DEBUG - Graphulo.TwoTable(738) -  4722596%00; :%00; [1] -> 174030 entries processed
26 Mar 2018 00:57:50,912 DEBUG - Graphulo.TwoTable(738) -  5314051%00; :%00; [1] -> 245920 entries processed
26 Mar 2018 00:57:50,913 DEBUG - Graphulo.TwoTable(738) -  4240098%00; :%00; [1] -> 124680 entries processed
26 Mar 2018 00:57:50,991 DEBUG - Graphulo.TwoTable(738) -  4282886%00; :%00; [1] -> 117210 entries processed
26 Mar 2018 00:57:50,992 DEBUG - Graphulo.TwoTable(738) -  4389345%00; :%00; [1] -> 148558 entries processed
26 Mar 2018 00:57:51,039 DEBUG - Graphulo.TwoTable(738) -  5966934%00; :%00; [1] -> 492758 entries processed
26 Mar 2018 00:57:51,267 DEBUG - Graphulo.TwoTable(738) -  4322233%00; :%00; [1] -> 136236 entries processed
26 Mar 2018 00:57:51,267 DEBUG - Graphulo.TwoTable(738) -  4867727%00; :%00; [1] -> 191278 entries processed
26 Mar 2018 00:57:51,307 DEBUG - Graphulo.TwoTable(738) -  5364740%00; :%00; [1] -> 284230 entries processed
26 Mar 2018 00:57:51,334 DEBUG - Graphulo.TwoTable(738) -  4340480%00; :%00; [1] -> 133576 entries processed
26 Mar 2018 00:57:51,370 DEBUG - Graphulo.TwoTable(738) -  5884386%00; :%00; [1] -> 768520 entries processed
26 Mar 2018 00:57:51,370 DEBUG - Graphulo.TwoTable(738) -  5956998%00; :%00; [1] -> 592454 entries processed
26 Mar 2018 00:57:51,407 DEBUG - Graphulo.TwoTable(738) -  5829532%00; :%00; [1] -> 691648 entries processed
26 Mar 2018 00:57:51,409 DEBUG - Graphulo.TwoTable(738) -  5126177%00; :%00; [1] -> 206608 entries processed
26 Mar 2018 00:57:51,409 DEBUG - Graphulo.TwoTable(738) -  5823554%00; :%00; [1] -> 402920 entries processed
26 Mar 2018 00:57:51,409 DEBUG - Graphulo.TwoTable(738) -  4646056%00; :%00; [1] -> 165852 entries processed
26 Mar 2018 00:57:51,409 DEBUG - Graphulo.TwoTable(738) -  5872712%00; :%00; [1] -> 424768 entries processed
26 Mar 2018 00:57:51,435 DEBUG - Graphulo.TwoTable(738) -  5898154%00; :%00; [1] -> 453662 entries processed
26 Mar 2018 00:57:51,435 DEBUG - Graphulo.TwoTable(738) -  5713288%00; :%00; [1] -> 616932 entries processed
26 Mar 2018 00:57:51,479 DEBUG - Graphulo.TwoTable(738) -  5714640%00; :%00; [1] -> 295054 entries processed
26 Mar 2018 00:57:51,499 DEBUG - Graphulo.TwoTable(738) -  5523789%00; :%00; [1] -> 277186 entries processed
26 Mar 2018 00:57:51,628 DEBUG - Graphulo.TwoTable(738) -  5808899%00; :%00; [1] -> 469570 entries processed
26 Mar 2018 00:57:51,650 DEBUG - Graphulo.TwoTable(738) -  4563969%00; :%00; [1] -> 174758 entries processed
26 Mar 2018 00:57:51,651 DEBUG - Graphulo.TwoTable(738) -  5938096%00; :%00; [1] -> 558324 entries processed
26 Mar 2018 00:57:51,924 DEBUG - Graphulo.TwoTable(738) -  5633001%00; :%00; [1] -> 324442 entries processed
26 Mar 2018 00:57:51,924 DEBUG - Graphulo.TwoTable(738) -  5634669%00; :%00; [1] -> 355884 entries processed
26 Mar 2018 00:57:52,085 DEBUG - Graphulo.TwoTable(738) -  4952759%00; :%00; [1] -> 189724 entries processed
26 Mar 2018 00:57:52,086 DEBUG - Graphulo.TwoTable(738) -  4900827%00; :%00; [1] -> 190146 entries processed
26 Mar 2018 00:57:52,086 DEBUG - Graphulo.TwoTable(738) -  4909225%00; :%00; [1] -> 184466 entries processed
26 Mar 2018 00:57:52,086 DEBUG - Graphulo.TwoTable(738) -  5687043%00; :%00; [1] -> 327210 entries processed
26 Mar 2018 00:57:52,100 DEBUG - Graphulo.TwoTable(738) -  5454367%00; :%00; [1] -> 329248 entries processed
26 Mar 2018 00:57:52,101 DEBUG - Graphulo.TwoTable(738) -  5539939%00; :%00; [1] -> 417920 entries processed
26 Mar 2018 00:57:52,154 DEBUG - Graphulo.TwoTable(738) -  5114353%00; :%00; [1] -> 199674 entries processed
26 Mar 2018 00:57:52,154 DEBUG - Graphulo.TwoTable(738) -  5855006%00; :%00; [1] -> 1321422 entries processed
26 Mar 2018 00:57:52,478 DEBUG - Graphulo.TwoTable(738) -  3908061%00; :%00; [1] -> 89224 entries processed
26 Mar 2018 00:57:52,478 DEBUG - Graphulo.TwoTable(738) -  4928052%00; :%00; [1] -> 187762 entries processed
26 Mar 2018 00:57:52,669 DEBUG - Graphulo.TwoTable(738) -  5011403%00; :%00; [1] -> 208184 entries processed
26 Mar 2018 00:57:52,669 DEBUG - Graphulo.TwoTable(738) -  5836906%00; :%00; [1] -> 798860 entries processed
26 Mar 2018 00:57:52,716 DEBUG - Graphulo.TwoTable(738) -  5437596%00; :%00; [1] -> 311490 entries processed
26 Mar 2018 00:57:52,716 DEBUG - Graphulo.TwoTable(738) -  5410684%00; :%00; [1] -> 281372 entries processed
26 Mar 2018 00:57:53,744 DEBUG - Graphulo.TwoTable(738) -  5620904%00; :%00; [1] -> 320618 entries processed
26 Mar 2018 00:57:53,745 DEBUG - Graphulo.TwoTable(738) -  5267926%00; :%00; [1] -> 231298 entries processed
26 Mar 2018 00:57:53,746 DEBUG - Graphulo.TwoTable(738) -  5607036%00; :%00; [1] -> 416434 entries processed
26 Mar 2018 00:57:53,839 DEBUG - Graphulo.TwoTable(738) -  5994256%00; :%00; [1] -> 403952 entries processed
26 Mar 2018 00:57:53,948 DEBUG - Graphulo.TwoTable(738) -  4106431%00; :%00; [1] -> 95956 entries processed
26 Mar 2018 00:57:53,949 DEBUG - Graphulo.TwoTable(738) -  4155187%00; :%00; [1] -> 100844 entries processed
26 Mar 2018 00:57:54,192 DEBUG - Graphulo.TwoTable(738) -  4427427%00; :%00; [1] -> 159382 entries processed
26 Mar 2018 00:57:54,193 DEBUG - Graphulo.TwoTable(738) -  4611159%00; :%00; [1] -> 176040 entries processed
26 Mar 2018 00:57:54,274 DEBUG - Graphulo.TwoTable(738) -  5974405%00; :%00; [1] -> 349754 entries processed
26 Mar 2018 00:57:54,274 DEBUG - Graphulo.TwoTable(738) -  5944023%00; :%00; [1] -> 455238 entries processed
26 Mar 2018 00:57:54,332 DEBUG - Graphulo.TwoTable(738) -  5432513%00; :%00; [1] -> 302520 entries processed
26 Mar 2018 00:57:54,333 DEBUG - Graphulo.TwoTable(738) -  4925927%00; :%00; [1] -> 191228 entries processed
26 Mar 2018 00:57:54,382 DEBUG - Graphulo.TwoTable(738) -  4301242%00; :%00; [1] -> 129106 entries processed
26 Mar 2018 00:57:54,382 DEBUG - Graphulo.TwoTable(738) -  4535673%00; :%00; [1] -> 161760 entries processed
26 Mar 2018 00:57:54,727 DEBUG - Graphulo.TwoTable(738) -  4195820%00; :%00; [1] -> 113076 entries processed
26 Mar 2018 00:57:54,728 DEBUG - Graphulo.TwoTable(738) -  4930192%00; :%00; [1] -> 193142 entries processed
26 Mar 2018 00:57:54,728 DEBUG - Graphulo.TwoTable(738) -  5671862%00; :%00; [1] -> 456306 entries processed
26 Mar 2018 00:57:54,761 DEBUG - Graphulo.TwoTable(738) -  5380167%00; :%00; [1] -> 240216 entries processed
26 Mar 2018 00:57:54,761 DEBUG - Graphulo.TwoTable(738) -  5291921%00; :%00; [1] -> 218958 entries processed
26 Mar 2018 00:57:54,809 DEBUG - Graphulo.TwoTable(738) -  4492156%00; :%00; [1] -> 177642 entries processed
26 Mar 2018 00:57:54,810 DEBUG - Graphulo.TwoTable(738) -  5098500%00; :%00; [1] -> 226158 entries processed
26 Mar 2018 00:57:55,029 DEBUG - Graphulo.TwoTable(738) -  4820032%00; :%00; [1] -> 191912 entries processed
26 Mar 2018 00:57:55,029 DEBUG - Graphulo.TwoTable(738) -  4399481%00; :%00; [1] -> 130746 entries processed
26 Mar 2018 00:57:55,068 DEBUG - Graphulo.TwoTable(738) -  4971538%00; :%00; [1] -> 189562 entries processed
26 Mar 2018 00:57:55,068 DEBUG - Graphulo.TwoTable(738) -  3960380%00; :%00; [1] -> 90446 entries processed
26 Mar 2018 00:57:55,068 DEBUG - Graphulo.TwoTable(738) -  5147744%00; :%00; [1] -> 209336 entries processed
26 Mar 2018 00:57:55,117 DEBUG - Graphulo.TwoTable(738) -  5977119%00; :%00; [1] -> 464928 entries processed
26 Mar 2018 00:57:55,117 DEBUG - Graphulo.TwoTable(738) -  5485799%00; :%00; [1] -> 371072 entries processed
26 Mar 2018 00:57:55,342 DEBUG - Graphulo.TwoTable(738) -  5978808%00; :%00; [1] -> 344704 entries processed
26 Mar 2018 00:57:55,342 DEBUG - Graphulo.TwoTable(738) -  5462478%00; :%00; [1] -> 274618 entries processed
26 Mar 2018 00:57:55,447 DEBUG - Graphulo.TwoTable(738) -  5887405%00; :%00; [1] -> 413086 entries processed
26 Mar 2018 00:57:55,447 DEBUG - Graphulo.TwoTable(738) -  4509382%00; :%00; [1] -> 150616 entries processed
26 Mar 2018 00:57:55,499 DEBUG - Graphulo.TwoTable(738) -  4863574%00; :%00; [1] -> 189962 entries processed
26 Mar 2018 00:57:55,499 DEBUG - Graphulo.TwoTable(738) -  5241767%00; :%00; [1] -> 231926 entries processed
26 Mar 2018 00:57:55,523 DEBUG - Graphulo.TwoTable(738) -  5605443%00; :%00; [1] -> 377116 entries processed
26 Mar 2018 00:57:55,616 DEBUG - Graphulo.TwoTable(738) -  5005213%00; :%00; [1] -> 233046 entries processed
26 Mar 2018 00:57:55,628 DEBUG - Graphulo.TwoTable(738) -  5642650%00; :%00; [1] -> 789662 entries processed
26 Mar 2018 00:57:55,711 DEBUG - Graphulo.TwoTable(738) -  4673332%00; :%00; [1] -> 178232 entries processed
26 Mar 2018 00:57:55,712 DEBUG - Graphulo.TwoTable(738) -  4650543%00; :%00; [1] -> 153514 entries processed
26 Mar 2018 00:57:55,772 DEBUG - Graphulo.TwoTable(738) -  5538278%00; :%00; [1] -> 344824 entries processed
26 Mar 2018 00:57:55,773 DEBUG - Graphulo.TwoTable(738) -  4178752%00; :%00; [1] -> 108908 entries processed
26 Mar 2018 00:57:55,787 DEBUG - Graphulo.TwoTable(738) -  4457542%00; :%00; [1] -> 148990 entries processed
26 Mar 2018 00:58:01,992 DEBUG - Graphulo.TwoTable(738) -  5725651%00; :%00; [1] -> 438024 entries processed
26 Mar 2018 00:58:01,992 DEBUG - Graphulo.TwoTable(738) -  4731539%00; :%00; [1] -> 170818 entries processed
26 Mar 2018 00:58:02,034 DEBUG - Graphulo.TwoTable(738) -  5659405%00; :%00; [1] -> 365366 entries processed
26 Mar 2018 00:58:02,035 DEBUG - Graphulo.TwoTable(738) -  4911348%00; :%00; [1] -> 186566 entries processed
26 Mar 2018 00:58:02,219 DEBUG - Graphulo.TwoTable(738) -  4822063%00; :%00; [1] -> 189180 entries processed
26 Mar 2018 00:58:02,219 DEBUG - Graphulo.TwoTable(738) -  4434945%00; :%00; [1] -> 137660 entries processed
26 Mar 2018 00:58:02,224 DEBUG - Graphulo.TwoTable(738) -  4327492%00; :%00; [1] -> 131358 entries processed
26 Mar 2018 00:58:02,337 DEBUG - Graphulo.TwoTable(738) -  4684602%00; :%00; [1] -> 173562 entries processed
26 Mar 2018 00:58:02,424 DEBUG - Graphulo.TwoTable(738) -  4311784%00; :%00; [1] -> 145740 entries processed
26 Mar 2018 00:58:02,520 DEBUG - Graphulo.TwoTable(738) -  4521418%00; :%00; [1] -> 162528 entries processed
26 Mar 2018 00:58:02,588 DEBUG - Graphulo.TwoTable(738) -  4164230%00; :%00; [1] -> 104816 entries processed
26 Mar 2018 00:58:02,589 DEBUG - Graphulo.TwoTable(738) -  5201952%00; :%00; [1] -> 241214 entries processed
26 Mar 2018 00:58:02,589 DEBUG - Graphulo.TwoTable(738) -  4792580%00; :%00; [1] -> 199986 entries processed
26 Mar 2018 00:58:02,657 DEBUG - Graphulo.TwoTable(738) -  4545295%00; :%00; [1] -> 152578 entries processed
26 Mar 2018 00:58:02,657 DEBUG - Graphulo.TwoTable(738) -  4695840%00; :%00; [1] -> 157752 entries processed
26 Mar 2018 00:58:02,657 DEBUG - Graphulo.TwoTable(738) -  4552331%00; :%00; [1] -> 153576 entries processed
26 Mar 2018 00:58:02,701 DEBUG - Graphulo.TwoTable(738) -  3979307%00; :%00; [1] -> 90924 entries processed
26 Mar 2018 00:58:02,719 DEBUG - Graphulo.TwoTable(738) -  4711534%00; :%00; [1] -> 174750 entries processed
26 Mar 2018 00:58:02,719 DEBUG - Graphulo.TwoTable(738) -  4288187%00; :%00; [1] -> 125490 entries processed
26 Mar 2018 00:58:02,733 DEBUG - Graphulo.TwoTable(738) -  5429197%00; :%00; [1] -> 317654 entries processed
26 Mar 2018 00:58:02,733 DEBUG - Graphulo.TwoTable(738) -  5513840%00; :%00; [1] -> 420986 entries processed
26 Mar 2018 00:58:02,733 DEBUG - Graphulo.TwoTable(738) -  4001635%00; :%00; [1] -> 93686 entries processed
26 Mar 2018 00:58:02,791 DEBUG - Graphulo.TwoTable(738) -  5243669%00; :%00; [1] -> 225310 entries processed
26 Mar 2018 00:58:02,791 DEBUG - Graphulo.TwoTable(738) -  4422459%00; :%00; [1] -> 134872 entries processed
26 Mar 2018 00:58:03,278 DEBUG - Graphulo.TwoTable(738) -  5724330%00; :%00; [1] -> 443128 entries processed
26 Mar 2018 00:58:03,337 DEBUG - Graphulo.TwoTable(738) -  5192392%00; :%00; [1] -> 209176 entries processed
26 Mar 2018 00:58:03,380 DEBUG - Graphulo.TwoTable(738) -  5167181%00; :%00; [1] -> 217722 entries processed
26 Mar 2018 00:58:03,436 DEBUG - Graphulo.TwoTable(738) -  4348191%00; :%00; [1] -> 134098 entries processed
26 Mar 2018 00:58:03,436 DEBUG - Graphulo.TwoTable(738) -  5009372%00; :%00; [1] -> 191684 entries processed
26 Mar 2018 00:58:03,436 DEBUG - Graphulo.TwoTable(738) -  5820470%00; :%00; [1] -> 442640 entries processed
26 Mar 2018 00:58:03,476 DEBUG - Graphulo.TwoTable(738) -  5425792%00; :%00; [1] -> 257996 entries processed
26 Mar 2018 00:58:03,539 DEBUG - Graphulo.TwoTable(738) -  5832588%00; :%00; [1] -> 453618 entries processed
26 Mar 2018 00:58:03,573 DEBUG - Graphulo.TwoTable(738) -  5693107%00; :%00; [1] -> 377156 entries processed
26 Mar 2018 00:58:03,573 DEBUG - Graphulo.TwoTable(738) -  5682438%00; :%00; [1] -> 496066 entries processed
26 Mar 2018 00:58:03,573 DEBUG - Graphulo.TwoTable(738) -  5699400%00; :%00; [1] -> 593280 entries processed
26 Mar 2018 00:58:03,673 DEBUG - Graphulo.TwoTable(738) -  5385303%00; :%00; [1] -> 342170 entries processed
26 Mar 2018 00:58:03,683 DEBUG - Graphulo.TwoTable(738) -  5064270%00; :%00; [1] -> 247020 entries processed
26 Mar 2018 00:58:03,683 DEBUG - Graphulo.TwoTable(738) -  5802922%00; :%00; [1] -> 474240 entries processed
26 Mar 2018 00:58:03,763 DEBUG - Graphulo.TwoTable(738) -  5738086%00; :%00; [1] -> 796438 entries processed
26 Mar 2018 00:58:03,763 DEBUG - Graphulo.TwoTable(738) -  5526916%00; :%00; [1] -> 395774 entries processed
26 Mar 2018 00:58:03,872 DEBUG - Graphulo.TwoTable(738) -  5962680%00; :%00; [1] -> 461424 entries processed
26 Mar 2018 00:58:03,987 DEBUG - Graphulo.TwoTable(738) -  5493901%00; :%00; [1] -> 278830 entries processed
26 Mar 2018 00:58:03,987 DEBUG - Graphulo.TwoTable(738) -  4511780%00; :%00; [1] -> 164652 entries processed
26 Mar 2018 00:58:03,987 DEBUG - Graphulo.TwoTable(738) -  5500701%00; :%00; [1] -> 313760 entries processed
26 Mar 2018 00:58:04,004 DEBUG - Graphulo.TwoTable(738) -  4303900%00; :%00; [1] -> 128912 entries processed
26 Mar 2018 00:58:04,004 DEBUG - Graphulo.TwoTable(738) -  4800953%00; :%00; [1] -> 177448 entries processed
26 Mar 2018 00:58:04,044 DEBUG - Graphulo.TwoTable(738) -  5683806%00; :%00; [1] -> 464262 entries processed
26 Mar 2018 00:58:04,044 DEBUG - Graphulo.TwoTable(738) -  4888225%00; :%00; [1] -> 174098 entries processed
26 Mar 2018 00:58:04,045 DEBUG - Graphulo.TwoTable(738) -  5847519%00; :%00; [1] -> 562712 entries processed
26 Mar 2018 00:58:04,068 DEBUG - Graphulo.TwoTable(738) -  4753616%00; :%00; [1] -> 207114 entries processed
26 Mar 2018 00:58:04,128 DEBUG - Graphulo.TwoTable(738) -  5482446%00; :%00; [1] -> 265596 entries processed
26 Mar 2018 00:58:04,187 DEBUG - Graphulo.TwoTable(738) -  4152062%00; :%00; [1] -> 97352 entries processed
26 Mar 2018 00:58:04,188 DEBUG - Graphulo.TwoTable(738) -  4790437%00; :%00; [1] -> 191608 entries processed
26 Mar 2018 00:58:04,188 DEBUG - Graphulo.TwoTable(738) -  5369896%00; :%00; [1] -> 291176 entries processed
26 Mar 2018 00:58:04,244 DEBUG - Graphulo.TwoTable(738) -  5368214%00; :%00; [1] -> 258042 entries processed
26 Mar 2018 00:58:04,246 DEBUG - Graphulo.TwoTable(738) -  4948569%00; :%00; [1] -> 201038 entries processed
26 Mar 2018 00:58:04,246 DEBUG - Graphulo.TwoTable(738) -  5315887%00; :%00; [1] -> 224402 entries processed
26 Mar 2018 00:58:04,246 DEBUG - Graphulo.TwoTable(738) -  4915526%00; :%00; [1] -> 219084 entries processed
26 Mar 2018 00:58:04,250 DEBUG - Graphulo.TwoTable(738) -  5918717%00; :%00; [1] -> 440198 entries processed
26 Mar 2018 00:58:04,250 DEBUG - Graphulo.TwoTable(738) -  5954321%00; :%00; [1] -> 453634 entries processed
26 Mar 2018 00:58:04,253 DEBUG - Graphulo.TwoTable(738) -  4830403%00; :%00; [1] -> 180146 entries processed
26 Mar 2018 00:58:04,253 DEBUG - Graphulo.TwoTable(738) -  4613473%00; :%00; [1] -> 155954 entries processed
26 Mar 2018 00:58:04,253 DEBUG - Graphulo.TwoTable(738) -  4482352%00; :%00; [1] -> 135084 entries processed
26 Mar 2018 00:58:04,256 DEBUG - Graphulo.TwoTable(738) -  5415652%00; :%00; [1] -> 308504 entries processed
26 Mar 2018 00:58:04,256 DEBUG - Graphulo.TwoTable(738) -  5412294%00; :%00; [1] -> 291498 entries processed
26 Mar 2018 00:58:04,258 DEBUG - Graphulo.TwoTable(738) -  5066211%00; :%00; [1] -> 196968 entries processed
26 Mar 2018 00:58:04,259 DEBUG - Graphulo.TwoTable(738) -  4898703%00; :%00; [1] -> 189406 entries processed
26 Mar 2018 00:58:04,260 DEBUG - Graphulo.TwoTable(738) -  5118327%00; :%00; [1] -> 199982 entries processed
26 Mar 2018 00:58:04,260 DEBUG - Graphulo.TwoTable(738) -  5116310%00; :%00; [1] -> 205580 entries processed
26 Mar 2018 00:58:04,261 DEBUG - Graphulo.TwoTable(738) -  5588416%00; :%00; [1] -> 412236 entries processed
26 Mar 2018 00:58:04,278 DEBUG - Graphulo.TwoTable(738) -  5042145%00; :%00; [1] -> 185456 entries processed
26 Mar 2018 00:58:04,278 DEBUG - Graphulo.TwoTable(738) -  5989951%00; :%00; [1] -> 534692 entries processed
26 Mar 2018 00:58:23,475 DEBUG - Graphulo.TwoTable(738) -  4394442%00; :%00; [1] -> 136600 entries processed
26 Mar 2018 00:58:23,536 DEBUG - Graphulo.TwoTable(738) -  5023636%00; :%00; [1] -> 234202 entries processed
26 Mar 2018 00:58:23,563 DEBUG - Graphulo.TwoTable(738) -  5679459%00; :%00; [1] -> 403210 entries processed
26 Mar 2018 00:58:23,563 DEBUG - Graphulo.TwoTable(738) -  5256708%00; :%00; [1] -> 248486 entries processed
26 Mar 2018 00:58:23,655 DEBUG - Graphulo.TwoTable(738) -  4026459%00; :%00; [1] -> 93984 entries processed
26 Mar 2018 00:58:23,716 DEBUG - Graphulo.TwoTable(738) -  4932220%00; :%00; [1] -> 189816 entries processed
26 Mar 2018 00:58:23,717 DEBUG - Graphulo.TwoTable(738) -  4998967%00; :%00; [1] -> 233932 entries processed
26 Mar 2018 00:58:23,768 DEBUG - Graphulo.TwoTable(738) -  4285542%00; :%00; [1] -> 128678 entries processed
26 Mar 2018 00:58:23,769 DEBUG - Graphulo.TwoTable(738) -  4396974%00; :%00; [1] -> 142874 entries processed
26 Mar 2018 00:58:23,883 DEBUG - Graphulo.TwoTable(738) -  5550785%00; :%00; [1] -> 376718 entries processed
26 Mar 2018 00:58:23,920 DEBUG - Graphulo.TwoTable(738) -  5140089%00; :%00; [1] -> 206128 entries processed
26 Mar 2018 00:58:23,963 DEBUG - Graphulo.TwoTable(738) -  5354368%00; :%00; [1] -> 282094 entries processed
26 Mar 2018 00:58:24,022 DEBUG - Graphulo.TwoTable(738) -  4700405%00; :%00; [1] -> 170162 entries processed
26 Mar 2018 00:58:24,077 DEBUG - Graphulo.TwoTable(738) -  5660800%00; :%00; [1] -> 533544 entries processed
26 Mar 2018 00:58:24,130 DEBUG - Graphulo.TwoTable(738) -  5153874%00; :%00; [1] -> 248796 entries processed
26 Mar 2018 00:58:24,173 DEBUG - Graphulo.TwoTable(738) -  4744802%00; :%00; [1] -> 168168 entries processed
26 Mar 2018 00:58:24,220 DEBUG - Graphulo.TwoTable(738) -  5054278%00; :%00; [1] -> 204326 entries processed
26 Mar 2018 00:58:24,229 DEBUG - Graphulo.TwoTable(738) -  5811524%00; :%00; [1] -> 332758 entries processed
26 Mar 2018 00:58:24,230 DEBUG - Graphulo.TwoTable(738) -  5070450%00; :%00; [1] -> 225232 entries processed
26 Mar 2018 00:58:24,230 DEBUG - Graphulo.TwoTable(738) -  5904131%00; :%00; [1] -> 365302 entries processed
26 Mar 2018 00:58:24,230 DEBUG - Graphulo.TwoTable(738) -  3878309%00; :%00; [1] -> 85926 entries processed
26 Mar 2018 00:58:24,230 DEBUG - Graphulo.TwoTable(738) -  5542919%00; :%00; [1] -> 397934 entries processed
26 Mar 2018 00:58:24,277 DEBUG - Graphulo.TwoTable(738) -  5155778%00; :%00; [1] -> 248124 entries processed
26 Mar 2018 00:58:24,308 DEBUG - Graphulo.TwoTable(738) -  5254999%00; :%00; [1] -> 258462 entries processed
26 Mar 2018 00:58:24,326 DEBUG - Graphulo.TwoTable(738) -  4277549%00; :%00; [1] -> 125814 entries processed
26 Mar 2018 00:58:24,435 DEBUG - Graphulo.TwoTable(738) -  3894958%00; :%00; [1] -> 89520 entries processed
26 Mar 2018 00:58:24,460 DEBUG - Graphulo.TwoTable(738) -  5556694%00; :%00; [1] -> 277434 entries processed
26 Mar 2018 00:58:24,531 DEBUG - Graphulo.TwoTable(738) -  5558454%00; :%00; [1] -> 382142 entries processed
26 Mar 2018 00:58:24,587 DEBUG - Graphulo.TwoTable(738) -  5484197%00; :%00; [1] -> 299472 entries processed
26 Mar 2018 00:58:24,589 DEBUG - Graphulo.TwoTable(738) -  5019433%00; :%00; [1] -> 201474 entries processed
